kode,nama
9503302001,Puldama
9503302002,Kasen
9503302003,Bako
9503302004,Balsek
9503302005,Manbolak
9503302006,Famek
9503302007,Semlu
9503302008,Baru
9503312001,Endomen
9503312002,Okloma
9503312003,Delon
9503312004,Suron
9503312005,Sentul
9503312006,Gidomen
9503312007,Galsin
9503312008,Kouwet
9503322001,Kona
9503322002,Kalpok
9503322003,Seklak
9503322004,Wetmuk
9503322005,Kugun
9503332001,Dirwemna
9503332002,Aksal
9503332003,Dolsen
9503332004,Salengkomo
9503332005,Silion
9503342001,Holuwon
9503342002,Danggema
9503342003,Weni
9503342004,Sosi
9503342005,Sia
9503342006,Bineleruk
9503342007,Sohonggik
9503352001,Wanim
9503352002,Lolat
9503352003,Bunde
9503352004,Serahak
9503352005,Webile
9503352006,Dinggila
9503352007,Esalek
9503352008,Denema
9503362001,Weawen
9503362002,Kwelena
9503362003,Singokla
9503362004,Banga
9503362005,Soline
9503362006,Musan
9503362007,Salbi
9503362008,Erim
9503372001,Sela
9503372002,Megom
9503372003,Mondon
9503372004,Horoman
9503372005,Makero
9503372006,Orisin
9503372007,Monamna
9503372008,Ejub
9503372009,Dolbol
9503372010,Hemuka
9503372011,Phoy
9503372012,Sulda
9503372013,Mekdua
9503372014,Bera
9503372015,Holdomen
9503372016,Asok
9503382001,Korupun
9503382002,Dagi
9503382003,Wemin
9503382004,Morome
9503382005,Moo
9503382006,Batkuk
9503382007,Maldua
9503382008,Amdua
9503382009,Somsek
9503382010,Basal
9503382011,Yamdua
9503382012,Dildau
9503392001,Langda
9503392002,Alirji
9503392003,Laryi
9503392004,Wasumurji
9503392005,Kirabuk
9503392006,Kap-kap
9503392007,Yalar
9503392008,Bebekle
9503392009,Lukun
9503402001,Bomela
9503402002,Yalmabi
9503402003,Kitikni
9503402004,Sombat
9503402005,Kubialat
9503402006,Palamdua
9503412001,Suntamon
9503412002,Tapasik
9503412003,Bulbul
9503412004,Dirik
9503412005,Yup
9503412006,Bongkok
9503412007,Masumkon
9503412008,Binalkon
9503422001,Seradala
9503422002,Moruf
9503422003,Koper
9503422004,Teret
9503422005,Tokuni
9503422006,Burupmakot
9503422007,Yasip
9503422008,Masomduba
9503422009,Samboga
9503432001,Yalisomon
9503432002,Yabi
9503432003,Sobaham
9503432004,Balinggama
9503432005,Dohong
9503432006,Hamik
9503432007,Kulahaik
9503432008,Simbuk
9503432009,Puahun
9503432010,Silak Pahabol
9503432011,Sele
9503432012,Benembia
9503432013,Hubik
9503442001,Kabianggama
9503442002,Sohobma
9503442003,Sohal
9503442004,Bahabolma
9503442005,Subayo
9503442006,Buahun
9503442007,Domul
9503452001,Debula
9503452002,Kwelamdua
9503452003,Kubuk dua
9503452004,Senayom
9503452005,Sesepne
9503452006,Baluk
9503452007,Kemligin
9503452008,Obis
9503452009,Yalidomon
9503452010,Kabulan
9503462001,Silakma
9503462002,Somarin
9503462003,Kenkeni
9503462004,Monin
9503462005,Enggelasue
9503462006,Oakbisik
9503462007,Momenggama
9503462008,Husmo
9503462009,Karelma
9503462010,Usabini
9503472001,Hilipuk
9503472002,Homidipmu
9503472003,Kini
9503472004,Yaruhuk
9503472005,Jamin
9503472006,Dindok
9503472007,Sohondipmu
9503482001,Duram
9503482002,Yeminikma
9503482003,Goak
9503482004,Digitme
9503482005,Dengat
9503482006,Niniwi
9503492001,Yogosem
9503492002,Kiroma
9503492003,Sogasio
9503492004,Saikama
9503492005,Hokolekma
9503492006,Esahapuk
9503492007,Mesahaput
9503502001,Kayo
9503502002,Molama
9503502003,Sebu
9503502004,Walet
9503502005,Hombesaloma
9503502006,Alhai
9503502007,Uase
9503512001,Sumo
9503512002,Uam
9503512003,Maku
9503512004,Obokain
9503512005,Jibuk
9503512006,Wenapong
9503512007,Muara Balim
9503512008,Hunisi
9503512009,Boor
9503512010,Wirilu
9503512011,Kwiriside
9504011001,Karubaga
9504012002,Kogimagi
9504012003,Muara
9504012004,Ampera
9504012005,Elsadai
9504012006,Ebenhaiser
9504012007,Kolilan
9504012008,Kuloname
9504012009,Lirak
9504012010,Kimobur
9504012011,Kuragepura
9504012012,Kiranage
9504012013,Luwik
9504012014,Gininggadonak
9504012015,Danggulurik
9504012016,Gurikme
9504012017,Molera
9504012018,Nalorini
9504012019,Beleme
9504012020,Gurikagewa
9504012021,Pulanggun
9504012022,Yalikaluk
9504012023,Losmen
9504021001,Bokondini
9504022002,Mairini
9504022003,Apiam
9504022004,Umaga
9504022005,Galala
9504022006,Mingganggo
9504022007,Tenggagama
9504022008,Kologume
9504022009,Lambogo
9504022010,Jawalane
9504022011,Dunduma
9504031001,Kanggime
9504032002,Marlo
9504032003,Logon
9504032004,Aulani
9504032005,Ligiibak
9504032006,Kerena
9504032007,Purugi
9504032008,Lawor
9504032009,Kagimaluk
9504032010,Dundu
9504041001,Kembu
9504042002,Mamit
9504042003,Yowo
9504042004,Nugari
9504042005,Kobon
9504042006,Kabori
9504042007,Genani
9504042008,Wulinaga
9504042009,Aworera
9504042010,Agimdek
9504042011,Tioga
9504052001,Goyage
9504052002,Yemarima
9504052003,Tigikun
9504052004,Dugi
9504052005,Doge
9504052006,Benari
9504052007,Wijamurik
9504052008,Woji
9504052009,Mampulaga
9504052010,Tidur Mabuk
9504052011,Bini
9504052012,Didelonik
9504052013,Kumbu
9504052014,Peko
9504052015,Tiri
9504052016,Tigir
9504052017,Bopa
9504052018,Angkasa
9504052019,Gilok
9504062001,Wurineri
9504062002,Pokegi
9504062003,Arombok
9504062004,Enanagi
9504062005,Pindak
9504062006,Gilopaga
9504062007,Keribaga
9504062008,Wona
9504062009,Numbuboton
9504072001,Wina
9504072002,Gualo
9504072003,Bimbogul
9504072004,Yugumengga
9504072005,Wariru
9504072006,Yugubuk
9504072007,Akima
9504072008,Malela
9504072009,Nakwil
9504072010,Finai
9504072011,Holandia
9504072012,Tawi
9504072013,Yogweme
9504082001,Umagi
9504082002,Yali
9504082003,Nambu
9504082004,Nolopur
9504082005,Yaleme
9504082006,Gatini
9504082007,Mino
9504082008,Gurin
9504082009,Piriluk
9504082010,Pagongga
9504082011,Warna
9504082012,Popaga
9504092001,Panaga
9504092002,Ibunuh
9504092003,Saksi Maler
9504092004,Kutiom
9504092005,Eragani
9504092006,Pindanggun
9504092007,Siak
9504092008,Yandono
9504092009,Paido
9504102001,Lugwi
9504102002,Yaliwak
9504102003,Teropme
9504102004,Yigonime
9504102005,Mome
9504102006,Bugum
9504102007,Pagona
9504102008,Wunabu
9504102009,Wilileme
9504102010,Yangguni
9504112001,Aruku
9504112002,Kubugiwa
9504112003,Kubu
9504112004,Numbugawe
9504112005,Tiyenggupur
9504112006,Murik
9504112007,Minagi
9504112008,Kalewi
9504112009,Menggenagi
9504122001,Konda
9504122002,Arulo
9504122003,Mandura
9504122004,Mowilome
9504122005,Arumagi
9504122006,Gimo
9504122007,Silabulo
9504122008,Arikoba
9504122009,Tingapura
9504122010,Ganage
9504122011,Yawineri
9504132001,Mondagul
9504132002,Timojimo
9504132003,Tabowanimbo
9504132004,Nelawi
9504132005,Woromolome
9504132006,Kendemaya
9504132007,Palagi
9504132008,Megapura
9504132009,Wabuna
9504132010,Minagame
9504132011,Barename/Luanggi
9504132012,Yilogonime/Tabinabo
9504142001,Kuari
9504142002,Menggeba
9504142003,Alopur
9504142004,Kenen
9504142005,Wanggugup
9504142006,Baliminggi
9504142007,Abepur
9504142008,Markar
9504142009,Luanggi
9504142010,Kondegun
9504142011,Jinulira
9504142012,Kibur
9504142013,Tebenalo
9504142014,Umaga
9504142015,Kurik
9504142016,Menggenagame
9504142017,Gubagi
9504152001,Bokoneri
9504152002,Donggem
9504152003,Abimbak
9504152004,Munagame
9504152005,Kanewunuk
9504152006,Nanggurilime
9504152007,Kurewunuk
9504152008,Durima
9504152009,Lerewere
9504152010,Bolly
