kode,nama
9303122002,Yame
9303122003,Benggo
9303122004,Kokoya
9303122005,Borohaba
9303122006,Ogorito
9303122007,Hebeske
9303132001,Yeloba
9303132002,Konebi
9303132003,Sibi
9303132004,Tagaimon Sino
9303132005,Tagaimon Karome
9303142001,Wonggi
9303142002,Busiri
9303142003,Keta
9303142004,Veta
9303142005,Honya
9303142006,Haku
9303142007,Bifo
9303142008,Samurukie
9303152001,Sagis
9303152002,Kumaban
9303152003,Tugumau
9303152004,Basman
9303152005,Merokima
9303152006,Mu
9303152007,Pier
9303152008,Tarwa
9304012001,Yomoth
9304012002,Uwus
9304012003,Asuwetsy
9304012004,Bismam
9304012005,Bis Agats
9304012006,Per
9304012007,Beriten
9304012008,Mbait
9304012009,Bou
9304012010,Saw
9304012011,Kaye
9304012012,Suwru
9304022001,Atsj
9304022002,Sogoni
9304022003,Amanamkai
9304022004,Ambisu
9304022005,Bine
9304022006,Bipim
9304022007,Yasiuw
9304022008,Bakasai
9304022009,Cewewyamew
9304032001,Sawa
9304032002,Erma
9304032003,Bu
9304032004,Er
9304032005,Pupis
9304032006,Sona
9304032007,Agani
9304032008,Mumugu
9304032009,Sauti
9304032010,Mumugi II
9304042001,Ayam
9304042006,Waw
9304042007,Bayiw Pinam
9304042008,Cumnew
9304042009,Jewes
9304052001,Basim
9304052002,Waras
9304052003,Biopis
9304052004,Nanai
9304052005,Pirien
9304052006,Ocenep
9304052007,Ais
9304052008,Yawas
9304052009,Bakyor
9304052010,Isar
9304052011,Kayarpis
9304052012,Sayoa
9304052013,Bora
9304062001,Kamur
9304062002,Sanep
9304062003,Saramit
9304062004,Yahoi
9304062005,Hainam
9304062006,Yagamit
9304062007,Bawor
9304062008,Sanapai
9304062009,Sarmafo
9304072001,Binam
9304072002,Wagabus
9304072003,Burbis
9304072004,Bubis
9304072005,Karbis
9304072006,Jinak
9304072007,Wowi
9304072008,Soray
9304072009,Waganu Dua
9304072014,Emnam
9304082001,Suru-Suru
9304082002,See
9304082009,Dumaten
9304082010,Hom-hom
9304082011,Ajin
9304082012,Laluk
9304082013,Kebikduk
9304082014,Hulam
9304082015,Walase
9304082016,Berimono
9304082017,Asgun
9304082018,Korobuk
9304082019,Katalina
9304082020,Obio
9304082021,Salbik
9304082022,Linduk
9304082023,Besika
9304092001,Binamsain
9304092002,Pirabanak
9304092003,Woutu Braza
9304092004,Patipi
9304092005,Ulakin
9304092006,Woutu Kolof
9304092007,Butukatnau
9304092008,Auban
9304092009,Pepera
9304092010,Waijens
9304092011,Bumu
9304092012,Kapayap Satu
9304092013,Kapayap Dua
9304092014,Sipanap
9304102001,Komor
9304102002,Amor
9304102003,Yipawer
9304102004,Berip
9304102005,Ayir
9304102006,Werer
9304102009,Paar
9304112001,Yamas
9304112002,Yeni
9304112003,Omor
9304112004,Jufri
9304112005,Yaun
9304112006,Onavai
9304122001,Kapi
9304122002,As
9304122003,Atat
9304122004,Aou
9304122005,Nakai
9304122006,Esmapan
9304122007,Eroko
9304122008,Yakapis
9304122009,Weo
9304122010,Aoap
9304122011,Fumereipits
9304132001,Warse/Jetsy
9304132002,Powetsy/Amborep
9304132003,Pau
9304132004,Sesakam
9304132005,Akamar
9304132006,Birak
9304132007,Katew
9304132008,Dawer
9304142001,Yamkap
9304142002,Amkum
9304142003,Amaru
9304142004,Amkai
9304142005,Amagais
9304142006,Erosaman
9304152001,Kawem
9304152002,Hahare
9304152003,Aikut
9304152004,Sanem
9304152005,Kaipom
9304152006,Airo Sapem
9304152007,Simipit
9304152008,Heiyaram
9304152009,Wagasu
9304152010,Sasime
9304162001,Primapun
9304162002,Aworket
9304162003,Saman
9304162004,Bayun
9304162005,Semendoro
9304162006,Tareo
9304162007,Kayirim
9304162008,Santambor
9304162009,Yaptambor
9304162010,Simsagar
9304162011,Itersok
9304162012,Emene
9304172001,Yausakor
9304172002,Damen
9304172003,Biwar Darat
9304172004,Kaimo
9304172005,Awok
9304172006,Fos
9304172007,Waganu
9304172008,Sakor
9304182001,Comoro
9304182002,Kawet
9304182003,Mausi
9304182004,Sato Yod
9304182005,Tamor
9304182006,Ero Airo
9304192001,Biwar Laut
9304192002,Atambuts
9304192003,Omanesep
9304192004,Warkai
9304192005,You
9304192006,Pirpis
9304192007,Desep
9304202001,Bor
9304202002,Daikot
9304202003,Somnak
9304202004,Wabak
9304202005,Vakam
9304202006,Vakam Dua
9304202007,Dekamer
9304212001,Piramat
9304212002,Bawos
9304212003,Akan Tapak
9304212004,Tauro
9304212005,Bagair
9304212006,Wiyar
9304212007,Kagas
9304212008,Mapane
9304212009,Ainamsato
9304212010,Amaita
9304222001,Yerfum
9304222002,Suagai
9304222003,Sohomane
9304222004,Sagare
9304222005,Yefuwagi
9304222006,Wagi
9304232001,Mabul
9304232002,Banum
9304232003,Ayak
9304232004,Amakot
9304232005,Nagatun
9304232006,Ujung Batu
9304232007,Kapayap Tiga
9304242001,Tomor
9304242002,Munu
9304242003,Abamu
9304242004,Tie
9304242005,Koba
9304242006,Sagapu
9304242007,Jifak
9304242008,Yensuku
9304252001,Beco
9304252002,Yuni
9304252003,Buetkawar
9304252004,Manep
9304252005,Simini
9304252006,Fakan/Ani
