kode,nama
9601232002,Selekobo
9601232003,Suye
9601232004,Klamede
9601232005,Sambatie
9601232006,Klagele
9601242001,Malasigit
9601242002,Klagulu
9601242003,Klamugun
9601242004,Malajapa
9601242005,Klasman
9601242006,Malamoja
9601242007,Magatarum
9601242008,Tanah Tinggi
9601242009,Marik May
9601252001,Tarsa
9601252002,Klamne
9601252003,Wisbiak
9601252004,Klafyo
9601252005,Mlasiwor
9601252006,Klafelem
9601252007,Klaflum
9601252008,Klarin
9601252009,Mlaron
9601262001,Maladuk
9601262002,Klamono Olie
9601262003,Barros
9601262004,Pusu Tiligum
9601262005,Klawilibe
9601272001,Hobard
9601272002,Brianlo
9601272003,Floyi
9601272004,Klazelt
9601272005,Sfadon
9601272006,Selol
9601272007,Dais
9601282001,Waliam
9601282002,Manfanim
9601282003,Waibin
9601282004,Waiman
9601282005,Sakapul
9601282006,Maralol
9601282007,Batbiro
9601282008,Duriankari
9601282009,Meyaup
9601282010,Sailen
9601292001,Klafluk
9601292002,Mamsit
9601292003,Sabake
9601292004,Klayastani
9601292005,Botain
9601302001,Sailala
9601302002,Klawana
9601302003,Kladuk
9601302004,Klawon
9601302005,Klakak
9601302006,Klalwok
9602011002,Kaibus
9602011003,Kohoin
9602012001,Wersar
9602012004,Wehali
9602012005,Aibobor
9602012006,Wermit
9602012007,Keyen
9602012008,Siribau
9602012009,Magis
9602012010,Tegirolo
9602012011,Wernas
9602012012,Tapiri
9602012013,Gorolo
9602012014,Nambro
9602012015,Seyolo
9602012016,Ani Sesna
9602022001,Mate
9602022002,Serkos
9602022003,Solta Baru
9602022004,Wadoi
9602022005,Isogo
9602022006,Sibae
9602022007,Mogibi
9602022008,Odeare
9602022009,Siri-siri
9602032001,Sawiat
9602032002,Sasnek
9602032003,Elles
9602032004,Sodrofoyo
9602032005,Sfakyo
9602032006,Wensough
9602032007,Ween
9602032008,Wendi
9602042001,Tarof
9602042002,Negeri Besar
9602042003,Siwatori
9602042004,Kasuweri
9602042005,Migori
9602042006,Tambani
9602042007,Daubak
9602042008,Totona
9602042009,Nayakore
9602042010,Arbasina
9602042011,Birawaku
9602042012,Korewatara
9602042013,Tapas
9602042014,Topdan
9602042015,Migrito
9602042016,Daimar
9602052001,Moswaren
9602052002,Johsiro
9602052003,Hararo
9602052004,Bumi Ajo
9602052005,Hasik Jaya
9602052006,Kamisabe
9602052007,Tokass
9602062001,Haha
9602062002,Klaogin
9602062003,Tofot
9602062004,Sbir
9602062005,Srer
9602062006,Woloin
9602062007,Kamaro
9602062008,Kakas
9602072001,Sungguer
9602072002,Unggi
9602072003,Boldon
9602072004,Sesor
9602072005,Waigo
9602072006,Bagaraga
9602072007,Wardik
9602072008,Wayer
9602082001,Kais
9602082002,Tapuri
9602082003,Yahadian
9602082004,Benawa I
9602082005,Sumano
9602092001,Konda
9602092002,Wamargege
9602092003,Bariat
9602092004,Manelek
9602092005,Nagna
9602102001,Mugim
9602102002,Nusa
9602102003,Saga
9602102004,Puragi
9602102005,Tawanggire
9602102006,Bedare
9602112001,Udagaga
9602112002,Kayubiro
9602112003,Adona
9602112004,Benawa II
9602112005,Atori
9602112006,Kamundan Satu
9602112007,Karirif
9602112008,Bubuko
9602112009,Kamundan Dua
9602122001,Manggroholo
9602122002,Komanggaret
9602122003,Sayal
9602122004,Kayabo
9602122005,Sisir
9602122006,Mlaswat
9602122007,Kwowok
9602122008,Sira
9602122009,Kenaya
9602132001,Pasir Putih
9602132002,Wandum
9602132003,Bemus
9602132004,Welek
9602142001,Wenslolo
9602142002,Klamit
9602142003,Mlabolo
9602142004,Kofalit
9602142005,Alma
9602152001,Mukamat
9602152002,Ikana
9602152003,Haemaran
9602152004,Siranggo
9602152005,Mogatemin
9602152006,Onimsefa
9602152007,Makaroro
9603012001,Waigama
9603012002,Salafen
9603012003,Aduwei
9603012004,Atkari
9603012005,Solal
9603022001,Kabare
9603022002,Andey
9603022003,Asukweri
9603022004,Bonsayor
9603022005,Darumbab
9603022006,Kalisade
9603032001,Saonek
9603032002,Saporkren
9603032003,Yenbeser
9603032004,Friwen
9603032005,Wawiyai
9603042001,Samate
9603042002,Kapatlap
9603042003,Jefman Barat
9603042004,Wamega
9603042005,Jefman Timur
9603042006,Waidim
9603052001,Dorehkar
9603052002,Yenkawir
9603052003,Boiseran
9603052004,Runi
9603052005,Yenkanfan
9603062001,Foley
9603062002,Tomolol
9603062003,Usaha Jaya
9603062004,Limalas Timur
9603062005,Audam
9603062006,Limalas Barat
9603072001,Selpele
9603072002,Mutus
9603072003,Bianci
9603072004,Saleo
9603072005,Waisilip
9603082001,Puper
9603082002,Yenbekaki
9603082003,Urbinasopen
9603082004,Yensner
9603092001,Lopintol
9603092002,Warsamdin
9603092003,Mumes
9603092004,Kalitoko
9603102001,Dibalal
9603102002,Tolobi
9603102003,Deer
9603102004,Mikiran
9603102005,Awat
9603112001,Yenbekwan
9603112002,Kapisawar
9603112003,Sawinggrai
9603112004,Yenwaupnor
9603112005,Arborek
9603112006,Yenbuba
9603112007,Kabuy
9603112008,Kurkapa
9603112009,Sauandarek
9603122001,Fafanlap
9603122002,Yellu
9603122003,Harapan Jaya
9603122004,Kareyepop
9603122005,Dabatan
9603132001,Warwanai
9603132002,Mnier
9603132003,Boni
9603132004,Warkori
9603142001,Manyaifun
9603142002,Miosmanggara
9603142003,Pam
9603142004,Saukabu
9603142005,Gag
9603142006,Saupapir
9603152001,Lilinta
9603152002,Gamta
9603152003,Biga
9603152004,Kapatcol
9603152005,Magey
9603162001,Weijim Barat
9603162002,Weijim Timur
9603162003,Satokurano
9603162004,Pulau Tikus
9603171001,Waisai
9603171002,Sapordanco
9603171003,Bonkawir
9603171004,Warmasen
9603182001,Go
9603182002,Kabilol
9603182003,Arawai
9603182004,Beo
9603182005,Waifoi
9603182006,Warimak
9603192001,Yensawai Timur
9603192002,Yensawai Barat
9603192003,Arefi Timur
9603192004,Arefi Selatan
9603202001,Waibon
9603202002,Solol
9603202003,Kaliam
9603202004,Kalwal
9603212001,Kalobo
9603212002,Sakabu
9603212003,Waibu
9603212004,Waijan
9603212005,Waimeci
9603212006,Wailabu
9603212007,Wailen
9603222001,Rauki
9603222002,Urai
9603222003,Duber
9603222004,Kapadiri
9603232001,Abidon
9603232002,Rutum
9603232003,Reni
9603232004,Meosbekwan
9603242001,Yenanas
9603242002,Amdui
9603242003,Wailebet
9603242004,Waiman
9604012001,Fef
9604012002,Wayo
9604012003,Syubun
9604012004,Sikor
9604012005,Ibe
9604012006,Syunam
9604012007,Banfot
9604012008,Iwin
9604012009,Esyum
9604012010,Imor
9604022001,Siakwa
9604022002,Aibogiar
9604022003,Ayae
9604022004,Ayawit
9604022005,Aifair
9604032001,Baun
9604032002,Sumbekas
9604032003,Metnayam
9604032004,Metbelum
9604032005,Salem
9604032006,Metbesa
9604042001,Kwoor
9604042002,Hopmare
9604042003,Orwen
9604042004,Barar
9604042005,Esmambo
9604052001,Sausapor
9604052002,Emaos
9604052003,Jokte
9604052004,Uigwem
9604052005,Sungguwan
9604052006,Sau Uram
9604052007,Nanggou
9604052008,Bondek
9604052009,Bondonggwan
9604052010,Syurauw
9604062001,Wau
9604062002,Syukwo
9604062003,Waibem
9604062004,Weyaf
9604062005,Weprari
9604072001,Syujak
9604072002,Banso
9604072003,Iof
9604072004,Frafane
9604082001,Mega
9604082002,Selewok
9604082003,Malaworsai
9604082004,Kwade
9604082005,Bonem
9604082006,Warafor
9604082007,Warmasi
9604082008,Warmanen
9604082009,Namuas
9604092001,Injai
9604092002,Apoki
9604092003,Matatun
9604092004,Jafai
9604092005,Jambuani
9604092006,Manaria
9604092007,Anarum
9604092008,Wasanggon
9604092009,Wabanek
9604102001,Saukorem
9604102002,Wefiani
9604102003,Wasarak
9604102004,Binasi
9604102005,Kabibwan
9604102006,Binmaks
9604102007,Manggapnut
9604102008,Waramui
9604102009,Warpaperi
9604112001,Senopi
9604112002,Arapi
9604112003,Srurem
9604112004,Sumo
9604112005,Ifat Mitu
9604112006,Povokek Ania
9604112007,Thomas
9604112008,Tintum Araw
9604112009,Hobiah
9604122001,Arfu
9604122002,Bawey
9604122003,Wasnembri
9604122004,Waru
9604122005,Atori
9604122006,Meriambeker
9604122007,Warokon
9604122008,Arekon
9604122009,Bonpaya
9604122010,Marbuan
9604132001,Werur
9604132002,Bukit
9604132003,Wertam
9604132004,Werwaf
9604132005,Werbes
9604132006,Nombrak
9604132007,Bikar
9604132008,Syunai
9604132009,Suyam
9604132010,Wertim
9604142001,Bamusbama
9604142002,Bamuswaiman
9604142003,Syarwom
9604142004,Babak
9604142005,Bano
9604142006,Wormon
9604152001,Ases
9604152002,Asuon
9604152003,Safotiek
9604152004,Frasayoah
9604162001,Mawor
9604162002,Ruf
9604162003,Ayamane
9604162004,Whismer
9604162005,Sahae
9604162006,Hewi
9604162007,Sisu
9604162008,Ruvewes
9604162009,Yabuow
9604172001,Miri
9604172002,Meis
9604172003,Aifamas
9604172004,Meinad
9604172005,Atafrumek
9604172006,Ifiam
9604172007,Wufmana
9604182001,Syumbab
9604182002,Krisnos
9604182003,Syukwes
9604182004,Sunggak
9604182005,Wowom
9604182006,Resye
9604192001,Tabamsere
9604192002,Sayam
9604192003,Araf Mafat
9604192004,Esyuom
9604202001,Tinggouw
9604202002,Hohair
9604202003,Ruriai
9604202004,Soon
9604202005,Ifatkan
9604212001,Jokbujoker
9604212002,Kranfotsu
9604212003,Syuau
9604212004,Kwesefo
9604212005,Batdey
9604212006,Syumbi
9604212007,Bao
9604212008,Donan
9604212009,Dombron
9604222001,Wausin
9604222002,Asiti
9604222003,Bisaud
9604222004,Nisandauw
9604222005,Afrawi
9604222006,Ajokwapi
9604232001,Inam
9604232002,Jandurauw
9604232003,Inambuari
9604232004,Sitori
9604232005,Untorey
9604232006,Nabisai
9604232007,Arumi
9604232008,Karawi
9604232009,Arampak
9604232010,Barona
9604242001,Nekori
9604242002,Ajami
9604242003,Aniti
9604242004,Akari
9604242005,Amnan
9604242006,Atiki
9604242007,Arwani
9604242008,Aritowi
9604242009,Umpay
9604242010,Meiwar
9604252001,Atai
9604252002,Akmuri
9604252003,Awori
9604252004,Itafiti
9604252005,Atunari
9604252006,Ajami Waripi
9604252007,Narai
9604252008,Aranari
9604252009,Waumi
9604252010,Aneti
9604262001,Arupi
9604262002,Mangganek
9604262003,Wajarek
9604262004,Kali An
9604262005,Araro
9604262006,Wekari
9604262007,Serayo
9604272001,Sasui
9604272002,Imbuan
9604272003,Manggaew
9604272004,Saurabon
9604272005,Wasawmontem
9604282001,Meserikweda
9604282002,Kasi Baru
9604282003,Kasi Jaya
9604282004,Meimorufof
9604282005,Kasi Indah
9604282006,Wacam
9604282007,Irumfei
9604282008,Pubuan
9604282009,Ireji
9604282010,Kasi Inom
9604282011,Meycocforga
9604282012,Meyomnar
9604292001,Della
9604292002,Malayauw
9604292003,Klasbon
9604292004,Klasei
9604292005,Klabili
9605012001,Kumurkek
9605012002,Susumuk
9605012003,Kokas
9605012004,Kocuas
9605012005,Kocuwer
9605012006,Bori
9605012007,Werjaya
9605012008,Tehahite
9605012009,Faitmayaf
9605012010,Aisyo
9605012011,Futon
9605012012,Sampika
9605012013,Martaim
9605012014,Frawebo
9605012015,Faitsawe
9605012016,Kocuwer Selatan
9605012017,Faitmayaf Barat
9605012018,Sikof
9605012019,Bori Timur
9605012020,Kumurkek Barat
9605012021,Ainod
9605012022,Kocuas Utara
9605012023,Sunei
9605022001,Ayawasi
9605022002,Ayawasi Selatan
9605022003,Ayawasi Timur
9605022004,Susai
9605022005,Fonatu
9605022006,Mosun
9605022007,Wayane
9605022008,Konja
9605022009,Yarat
9605022010,Man
9605022011,Howait
9605022012,Haenkanes
9605022013,Konja Barat
9605022014,Yarat Timur
9605022015,Raha
9605022016,Mowes
9605022017,Irata
9605022018,Neset
9605022019,Mosun Timur
9605022020,Mosun Utara
9605032001,Aisa
9605032002,Aikrer
9605032003,Aitrem
9605032004,Sawin
9605032005,Sahbuku
9605032006,Sasior Frabuku
9605032007,Wakom
9605032008,Sanem
9605032009,Buoh Sa
9605042001,Kisor
9605042002,Sorry
9605042003,Imsun
9605042004,Sabah
9605042005,Tahsimara
9605042006,Fuog
9605042007,Asiaf Saman
9605042008,Hora Iek
9605042009,Fuog Selatan
9605042010,Same Rakator
9605042011,Roma
9605042012,Krus
9605042013,Awet Main
9605042014,Yeek
9605042015,Kaitana
9605042016,Tolak
9605052001,Kambufatem
9605052002,Kambufatem Utara
9605052003,Fatase
9605052004,Hosyo Ata
9605052005,Waybomatah
9605052006,Siyo
9605052007,Hasweh
9605052008,Fatem
9605052009,Hosyo Banah
9605062001,Aitinyo
9605062002,Irohe
9605062003,Sris
9605062004,Kamro
9605062005,Karsu
9605062006,Tehak Kecil
9605062007,Sira Aya
9605062008,Korom
9605062009,Sumanis
9605062010,Ibasuf
9605062011,Sowai Sau
9605062012,Subin
9605062013,Irohmrar
9605062014,Bofait
9605062015,Afkrem
9605062016,Wiho
9605062017,Kamro Selatan
9605072001,Fategomi
9605072002,Tehak Besar
9605072003,Fan
9605072004,Gohsames
9605072005,Asmuruf U
9605072006,Mirafaan
9605072007,Asmuruf Tee
9605072008,Tehak Tee
9605072009,Framafir
9605072010,Subrit
9605072011,Inta
9605072012,Bahwat
9605081001,Ayamaru
9605082002,Framu
9605082003,Mefkajim II
9605082004,Fraharo
9605082005,Smusswioh
9605082006,Twer
9605082007,Afes
9605082008,Tuso
9605092001,Yubiah
9605092002,Karetubun
9605092003,Setta
9605092004,Hohoyor
9605092005,Arne
9605092006,Aus Tiwit
9605092007,Johafah
9605092008,Yukase
9605092009,Serma
9605092010,Kfaa
9605092011,Arne Timur
9605092012,Nauwita
9605102001,Kambuaya
9605102002,Huberita
9605102003,Faitmajin
9605102004,Ismayo
9605102005,Sefayit
9605102006,Insas
9605102007,Faitsiur
9605102008,Keyum
9605112001,Suswa
9605112002,Seya
9605112003,Waban
9605112004,Kombif
9605112005,Rufases
9605112006,Bakrabi
9605112007,Nafasi
9605112008,Mahos
9605112009,Sawo
9605122001,Mupas
9605122002,Kamat
9605122003,Frambu
9605122004,Ayata
9605122005,Aikus
9605122006,Aiwesa
9605122007,Pitor
9605122008,Aifam
9605122009,Saud
9605122010,Tiam
9605122011,Faan Kahrio
9605122012,Assem
9605132001,Ainesra
9605132002,Aimau
9605132003,Mesyam
9605132004,Aisasior
9605132005,Franeway
9605132006,Aikingging
9605132007,Tiefromen
9605142001,Wormu
9605142002,Makiri
9605142003,Warba
9605142004,Winuni
9605142005,Srumate
9605142006,Womba
9605152001,Sauf
9605152002,Sembaro
9605152003,Koma Koma
9605152004,Kanisabar
9605152005,Sfarare
9605152006,Saneh
9605152007,Lemauk Klit
9605152008,Hawioh
9605152009,Simiyah
9605152010,Sagrim
9605162001,Adoh
9605162002,Temel
9605162003,Sosian
9605162004,Segior
9605162005,Orain
9605162006,Rawas
9605162007,Orsu
9605162008,Soan
9605162009,Warbo
9605162010,Woman
9605172001,Faitsimar
9605172002,Asses
9605172003,Fait Nigre
9605172004,Sufu
9605172005,Arus
9605172006,Kofait
9605172007,Isnum
9605182001,Kambuskato
9605182002,Kambuskato Utara
9605182003,Kambuifa
9605182004,Isusu
9605182005,Mano
9605182006,Sipat
9605182007,Faitwosur/Angkasa Pura
9605192001,Mapura
9605192002,Suwiam
9605192003,Tomase
9605192004,Frabo
9605192005,Karfa
9605192006,Kona
9605192007,Kosah
9605202001,Fiane
9605202002,Kartapura
9605202003,Men
9605202004,Semu
9605202005,Isme
9605202006,Rindu
9605202007,Tut
9605202008,Yohwer
9605202009,Hufioh
9605202010,Bawy
9605212001,Soroan
9605212002,Fanse
9605212003,Chaliat
9605212004,Sfacko
9605212005,Sehu
9605212006,Tbo
9605212007,Sien
9605212008,Sfaraka
9605222001,Yaksoro
9605222002,Awit
9605222003,Sira
9605222004,Eway
9605222005,Erokwero
9605222006,Sabun
9605222007,Itigah
9605222008,Sira Tee
9605222009,Wrait 'U'
9605222010,Way 'U'
9605222011,Asnaif
9605222012,Iroh Sohser
9605222013,Framboh
9605222014,Tohmri
9605232001,Jitmau
9605232002,Ikuf
9605232003,Isir
9605232004,Jitmau Timur
9605232005,Ikuf Utara
9605232006,Sarimo
9605232007,Kambusabo
9605232008,Srirtabam
9605232009,Faithowes
9605232010,Yumame
9605242001,Seni
9605242002,Renis
9605242003,Sire
9605242004,Fase
9605242005,Sabes
9605242006,Kuraso
9605242007,Sidi
9605242008,Osom
9605242009,Sire Timur
9671011001,Remu Utara
9671011002,Klademak
9671011003,Kofkerbu
9671011004,Remu
9671021001,Klawalu
9671021002,Klamana
9671021003,Klawuyuk
9671021004,Kladufu
9671031001,Rufei
9671031002,Klawasi
9671031003,Puncak Cendrawasih
9671031004,Pal Putih
9671041001,Dum Barat
9671041002,Dum Timur
9671041003,Soop
9671041004,Raam
9671051001,Malanu
9671051002,Malasilen
9671051003,Matalamagi
9671051004,Sawagumu
9671061001,Klaligi
9671061002,Malawei
9671061003,Malabutor
9671061004,Remu Selatan
9671061005,Klasabi
9671071001,Kampung Baru
9671071002,Klabala
9671071003,Klasuur
9671071004,Klakublik
9671081001,Klasuat
9671081002,Klablim
9671081003,Klasaman
9671081004,Giwu
9671091001,Klagete
9671091002,Malaingkedi
9671091003,Malamso
9671091004,Klabulu
9671101001,Suprau
9671101002,Tampa Garam
9671101003,Saoka
9671101004,Tanjung Kasuari
