kode,nama
9501,Kabupaten Jayawijaya
9502,Kab Pegunungan Bintang
9503,Kabupaten Yahukimo
9504,Kabupaten Tolikara
9505,Kabupaten Mamberamo Tengah
9506,Kabupaten Yalimo
9507,Kabupaten Lanny Jaya
9508,Kabupaten Nduga
